nct_id,intervention_type,intervention_name
NCT07050043,DRUG,"Cisplatin, Carboplatin, Pemetrexed, Gemcitabine, Paclitaxel, Docetaxel"
NCT06532591,DRUG,cadonilimab+paclitaxel/albumin-bound paclitaxel+carboplatin
NCT07386626,DRUG,Tegileridine
NCT07386626,PROCEDURE,Intercostal Nerve Block
NCT07386626,DRUG,Sufentanil
NCT05943535,DRUG,Placebo
NCT05943535,DRUG,Inhaled Treprostinil
NCT05943535,DEVICE,Treprostinil Ultrasonic Nebulizer
NCT06129240,DRUG,LIQ861
NCT06198868,PROCEDURE,Operable
NCT06123650,DEVICE,Repetitve transcranial magnetic stimulation
NCT06123650,DEVICE,Sham transcranial magnetic stimulation
NCT06935084,OTHER,ASTHMAXcel Voice platform
NCT06329908,DRUG,LG002
NCT07301190,DEVICE,Pulse field ablation with the PFLotus catheter
NCT06642610,DEVICE,CGM Dynamic Index (CDI)
NCT03587961,DRUG,Symdeko
NCT05825261,OTHER,voice sampling
NCT05825261,OTHER,capnometry
NCT05531773,OTHER,follow up of COVID-19 Patients
NCT05168566,DRUG,Sutetinib Maleate Capsule
NCT05399056,BEHAVIORAL,Telephonic Peer Coaching
NCT05399056,BEHAVIORAL,Storytelling
NCT07476651,PROCEDURE,scout dose
NCT06254313,OTHER,Additional tubes and LBA
NCT07489391,OTHER,Multimodal exercise
NCT06852924,DEVICE,Nitric Oxide Generation and Delivery System
NCT05136846,DRUG,Carboplatin
NCT05136846,BIOLOGICAL,Durvalumab
NCT05136846,DRUG,Paclitaxel
NCT05136846,DRUG,Papaverine
NCT05136846,RADIATION,Radiation Therapy
NCT05136846,DRUG,Pemetrexed
NCT05136846,RADIATION,Hypofractionated Radiation Therapy
NCT05136846,PROCEDURE,Magnetic Resonance Imaging
NCT05136846,PROCEDURE,Positron Emission Tomography
NCT05136846,PROCEDURE,Computed Tomography
NCT05136846,PROCEDURE,Magnetic Resonance Imaging of the Brain with and without Contrast
NCT05136846,PROCEDURE,Biospecimen Collection
NCT07433283,DRUG,Carbon Nanoparticle-Loaded Iron [CNSI-Fe]
NCT07433283,DRUG,Carbon Nanoparticle-Loaded Iron
NCT07612956,BEHAVIORAL,4-Week Altitude Training
NCT07298096,PROCEDURE,Aspiration Thrombectomy
NCT07278388,BEHAVIORAL,Physical Fatigue
NCT06203210,DRUG,Ifinatamab deruxtecan
NCT06203210,DRUG,Topotecan
NCT06203210,DRUG,Amrubicin
NCT06203210,DRUG,Lurbinectedin
NCT06684379,DRUG,Placebo comparator
NCT06684379,DRUG,PRS CK STORM
NCT07052396,DRUG,Dupilumab
NCT05669846,DRUG,Healthy Donor Fecal Microbiota Transplant (hdFMT)
NCT05669846,DRUG,Pembrolizumab
NCT06991361,BIOLOGICAL,EVE-Treg
NCT07283770,DRUG,VX-581
NCT07283770,DRUG,Placebo
NCT07283770,DRUG,D-IVA
NCT07283770,DRUG,TEZ
NCT04790682,BIOLOGICAL,"assessment of the predictive value of ctDNA level of the prominent mutant allele variation between baseline and week 6, on response to treatment according to RECIST 1.1 criteria."
NCT04158479,DEVICE,ECMO
NCT06127654,DEVICE,Healthy lung sparing treatment plan
NCT06127303,DRUG,Toripalimab
NCT06127303,OTHER,Cryoablation
NCT07166003,PROCEDURE,Pneumonectomy
NCT07166003,PROCEDURE,lobectomy
NCT07166003,RADIATION,radiotherapy
NCT07166003,DRUG,Anti-Tumor Drugs
NCT05521789,DRUG,ESB Thoracic
NCT07630727,DRUG,AHB-171 Injection
NCT07431827,DRUG,Calderasib
NCT07431827,BIOLOGICAL,MK-3475A
NCT07431827,DRUG,Placebo
NCT07677059,DRUG,KT-621
NCT06249373,DEVICE,Low intensity pulse ultrasound （LIPUS） intervention for arteriovenous fistula anastomosis
NCT06234579,DIAGNOSTIC_TEST,Biopsy (tissue or liquid)
NCT07301320,DRUG,Epetraborole
NCT07301320,DRUG,Placebo
NCT05787379,BEHAVIORAL,Concordant Care Training
NCT05787379,BEHAVIORAL,Education Packet Training
NCT05931497,DEVICE,whole body hyperthermia
NCT07443670,OTHER,Daily Voice Recording
NCT04402788,DRUG,Atezolizumab
NCT04402788,PROCEDURE,Biospecimen Collection
NCT04402788,PROCEDURE,Computed Tomography
NCT04402788,PROCEDURE,Magnetic Resonance Imaging
NCT04402788,PROCEDURE,Positron Emission Tomography
NCT04402788,RADIATION,Radiation Therapy
NCT07241182,DIETARY_SUPPLEMENT,Antrodia cinnamomea supplement
NCT07241182,DIETARY_SUPPLEMENT,Turmeric-Probiotic Group
NCT06366724,DRUG,Pyridostigmine
NCT06366724,DRUG,Low-Dose Naltrexone
NCT06366724,OTHER,Placebo
NCT06537362,DEVICE,Mouthpiece with cheek-holder
NCT07669779,DRUG,AK146D1 for injection
NCT07669779,DRUG,AK112 Injection
NCT07669779,DRUG,Platinum chemotherapy
NCT07669779,DRUG,Osimertinib
NCT06933173,OTHER,Dynamic neural retraining system
NCT06772454,DRUG,Antitumor therapy
NCT06772454,DRUG,Inhaled preparation for COPD
NCT07735494,BEHAVIORAL,Physical activity promotion
NCT07735494,DRUG,Tezepelumab
NCT06735560,RADIATION,89Zr-TLX250 PET/CT
NCT07209761,DRUG,BPaQM
NCT07209761,DRUG,BPaLM
NCT07209761,DRUG,BPaQ
NCT07209761,DRUG,BPaL
NCT06835569,DRUG,ALTA3263
NCT06835569,DRUG,cetuximab
NCT06835569,DRUG,mFOLFOX6
NCT06835569,DRUG,Pembrolizumab
NCT06835569,DRUG,Pemetrexed + Cisplatin /Carboplatin
NCT06835569,DRUG,mFOLFIRINOX
NCT06835569,DRUG,GnP
NCT06835569,DRUG,Midazolam
NCT06928480,BEHAVIORAL,Unified Protocol for the Transdiagnostic Treatment of Emotional Disorders
NCT06928480,OTHER,Treatment as Usual (TAU)
NCT04363541,DEVICE,Electric pad for human external pain therapy
NCT05843786,DRUG,Interferon gamma
NCT05843786,DRUG,Placebo
NCT07416994,DRUG,YL202
NCT07416994,DRUG,Docetaxel
NCT07612722,PROCEDURE,Sub-lobectomy
NCT07612722,PROCEDURE,Lobectomy
NCT06428422,DIETARY_SUPPLEMENT,Bifidobacterium animalis subsp. lactis Bl-04
NCT06428422,OTHER,Plasebo
NCT07656259,OTHER,Volume Controlled Mode
NCT07656259,OTHER,Pressure Controlled Mode
NCT07011394,DIAGNOSTIC_TEST,FeNO
NCT07011394,DIAGNOSTIC_TEST,Blood eosinophil count
NCT03721822,DRUG,[18F]NOS
NCT04605146,BEHAVIORAL,Tele-monitoring
NCT04933903,DRUG,Ipilimumab
NCT04933903,DRUG,Nivolumab
NCT04933903,RADIATION,SBRT
NCT03199651,OTHER,Best Practice
NCT03199651,PROCEDURE,Biospecimen Collection
NCT03199651,OTHER,Laboratory Biomarker Analysis
NCT03199651,OTHER,Medical Chart Review
NCT03199651,OTHER,Quality-of-Life Assessment
NCT03199651,OTHER,Questionnaire Administration
NCT03199651,BEHAVIORAL,Smoking Cessation Intervention
NCT07239661,OTHER,Electroacupuncture (EA)
NCT07239661,OTHER,Sham electroacupuncture
NCT04686305,DRUG,T-DXd
NCT04686305,BIOLOGICAL,Durvalumab
NCT04686305,DRUG,Cisplatin
NCT04686305,DRUG,Carboplatin
NCT04686305,DRUG,Pemetrexed
NCT04686305,DRUG,Volrustomig
NCT04686305,DRUG,Rilvegostomig
NCT05562505,OTHER,Venovenous ECMO
NCT06896422,DRUG,Glutathione
NCT06896422,DRUG,PD1 Inhibitor
NCT06896422,DRUG,Chemotherapy
NCT07116031,DRUG,Belumosudil
NCT07707245,PROCEDURE,Peripheral Blood Collection
NCT06472167,BEHAVIORAL,Breathing exercises
NCT06921993,DIAGNOSTIC_TEST,LUNG ULTRASOUND
NCT07623473,DIAGNOSTIC_TEST,Blood tests
NCT06279741,BIOLOGICAL,"Endotracheopulmonary Instillation, Suspension"
NCT06053684,DEVICE,Standard Non-Invasive Mechanical Servo Ventilation
NCT06053684,DEVICE,Neurally-Adjusted Ventilatory Assistance (NAVA) Non-Invasive Mechanical Servo Ventilation
NCT03404336,BEHAVIORAL,Well-Being Therapy
NCT03404336,OTHER,Control condition
NCT06691399,OTHER,Oral care
NCT06581549,OTHER,Translation analysis
NCT03965234,DRUG,Cisplatin
NCT03965234,PROCEDURE,Isolated Chemotherapeutic Lung Perfusion
NCT03965234,PROCEDURE,Metastasectomy
NCT07008716,RADIATION,Radiation Therapy
NCT07008716,DRUG,Etoposide + carboplatin; Etoposide + cisplatin
NCT07008716,RADIATION,Creating CTV for primary tumor
NCT07008716,RADIATION,prophylactic cranial irradiation (PCI)
NCT06750536,DEVICE,MiniLung petite kit combined with the Xenios console
NCT07445971,BIOLOGICAL,MDX2301
NCT07445971,BIOLOGICAL,Normal Saline
NCT06909799,DRUG,N-Acetyl Cysteine (NAC)
NCT06909799,DRUG,Standard TB treatment
NCT07242547,DRUG,Tarlatamab
NCT06335992,OTHER,Exercise regime
NCT07099963,OTHER,one lung ventilation
NCT06788093,BEHAVIORAL,ED Clinical Decision Support (CDS-ED)
NCT06788093,BEHAVIORAL,Transitions Clinical Decision Support (CDS-Tr)
NCT07529132,DIAGNOSTIC_TEST,physical activity
NCT06583616,DIAGNOSTIC_TEST,Anion Gap
NCT07032987,OTHER,Not an intervention study
NCT06862206,OTHER,benralizumab
NCT06814951,PROCEDURE,TAR Method
NCT06814951,PROCEDURE,Conventional physiotherapy
NCT05755672,DRUG,Chemotherapy
NCT05755672,PROCEDURE,Resection of the primary tumor
NCT05755672,PROCEDURE,Resection of tumour metastases
NCT05755672,PROCEDURE,Blood sampling during chemotherapy
NCT06990477,DEVICE,EIT-guided PEEP
NCT06930131,BEHAVIORAL,Semantic rehabilitation
NCT04797286,DRUG,Sildenafil
NCT04797286,OTHER,Placebo
NCT07356570,OTHER,Blood sample collection
NCT05341583,DRUG,Ensartinib
NCT05341583,DRUG,Placebo
NCT07057466,OTHER,Traditional 12-lead Electrocardiogram
NCT07057466,OTHER,Apple Watch Series 4 Single-lead Electrocardiogram
NCT07057466,OTHER,Eko Core 500 Digital Stethoscope 3-lead Electrocardiogram
NCT07057466,OTHER,AliveCor KardiaMobile Single- and 6-lead Electrocardiogram
NCT07057466,OTHER,Phlebotomy for N-terminal pro-B-type natriuretic peptide
NCT06992583,BIOLOGICAL,Targeted CEA CAR-T
NCT06345729,DRUG,Calderasib
NCT06345729,OTHER,Placebo
NCT06345729,BIOLOGICAL,Pembrolizumab
NCT06397677,GENETIC,Research Testing Performed (Laboratory)
NCT06397677,DIAGNOSTIC_TEST,Information Collected as Standard of Care
NCT06397677,OTHER,Research Testing Performed
NCT02744677,DEVICE,SAPIEN 3/SAPIEN 3 Ultra RESILIA THV
NCT02744677,DEVICE,SAPIEN 3 THV
NCT02744677,DEVICE,SAPIEN 3 Ultra RESILIA THV
NCT07610395,DRUG,VPV 1000 mg
NCT07610395,DRUG,VPV 500 mg
NCT07610395,OTHER,Placebo
NCT06325293,DRUG,Azithromycin Pfizer®
NCT06325293,DRUG,Placebo
NCT07510321,DIAGNOSTIC_TEST,[68Ga]Ga-FL-261 PET Imaging / [111In]In-FL-261 SPECT Imaging
NCT03093116,DRUG,Oral repotrectinib (TPX-0005)
NCT05528484,PROCEDURE,ERAS nursing
NCT05528484,PROCEDURE,non eras nursing
NCT05708300,DRUG,Mepolizumab 100 MG [Nucala]
NCT06861673,DEVICE,Pulmonary vein isolation
NCT05391737,DIAGNOSTIC_TEST,Echocardiography
NCT05391737,DIAGNOSTIC_TEST,Electrocardiogram (ECG)
NCT05391737,DIAGNOSTIC_TEST,Cardiac biomarkers
NCT06970795,DRUG,SYS6040 for injection
NCT03805477,DRUG,Nintedanib
NCT05761899,COMBINATION_PRODUCT,Gene-Corrected Macrophages administered by bronchoscopic instillation
NCT07047092,DEVICE,Non-invasive Ventilation (NIV)
NCT07047092,DEVICE,Continous Positive Airway Pressure (CPAP)
NCT07154134,DIAGNOSTIC_TEST,Serum endocan
NCT07154134,DIAGNOSTIC_TEST,Serum copeptin
NCT05119244,OTHER,blood and hair sampling
NCT05498064,DRUG,Ensartinib
NCT05442671,BEHAVIORAL,Exercise intervention
NCT06101511,PROCEDURE,Intraoperative ventilation with individualized high PEEP titrated to the lowest ΔP with RMs
NCT06142058,DIAGNOSTIC_TEST,RecistTM criteria
NCT07057648,DEVICE,Shape-sensing Robotic-assisted Bronchoscopy (ssRAB)
NCT05227326,DRUG,PCNA Inhibitor AOH1996
NCT06902350,DRUG,CS231295
NCT06560255,DIETARY_SUPPLEMENT,n-3 fatty acid
NCT06560255,OTHER,Rape seed oil
NCT06247150,BIOLOGICAL,Additional blood sample
NCT06247150,BIOLOGICAL,cGVHD target tissue biopsy
NCT06210815,DRUG,HLX42
NCT06087315,OTHER,Multi-faceted oxygen systems strengthening interventions (different for each country)
NCT04801108,PROCEDURE,Robotic or VATS lobar fissure completion
NCT04801108,DEVICE,Endobronchial valves placement
NCT07362940,DRUG,GEN-725 tablets + Dositinib mesylate tablets
NCT05726578,OTHER,Lung recruitment
NCT07173348,OTHER,Hypnosis
NCT05778708,BEHAVIORAL,Tai-Chi intervention
NCT05778708,BEHAVIORAL,Aerobic exercise intervention
NCT05267626,DRUG,AU-007
NCT05267626,DRUG,Aldesleukin
NCT05267626,DRUG,Avelumab
NCT05267626,DRUG,Nivolumab
NCT03889743,DRUG,Dexamethasone treatment during 3 days
NCT03889743,DRUG,placebo treatment during 3 days
NCT07061444,OTHER,Inspiratory Muscle Training
NCT07061444,OTHER,Functional Inspiratory Muscle Training
NCT07061444,OTHER,Sham Inspiratory Muscle Training
NCT07323732,DRUG,BIO 300
NCT07531771,OTHER,pursed lip breathing
NCT07531771,OTHER,Alternate Nostril breathing:
NCT06807632,DRUG,Valemetostat
NCT06807632,DRUG,Atezolizumab
NCT06946264,DRUG,"Albuterol Sulfate, 2.5 Mg/3 mL (0.083%) Inhalation Solution"
NCT06946264,DRUG,Sodium Chloride 0.9% Inhl 3Ml
NCT07514364,DRUG,Rifabutin
NCT07514364,DRUG,No Rifabutin
NCT06531798,DRUG,Breztri Aerosphere
NCT07417111,DEVICE,CPAP
NCT07417111,DEVICE,Nasal Cannula
NCT06656598,DRUG,Carboplatin
NCT06656598,DRUG,Paclitaxel
NCT06656598,DRUG,Cemiplimab
NCT06656598,RADIATION,Curative hypofractionated radiotherapy
NCT06656598,DRUG,Cemiplimab (maintenance)
NCT06940609,DEVICE,accelerated intermittent theta burst stimulation
NCT06013319,DRUG,Esmolol
NCT06372730,OTHER,Ventilation/Perfusion Single Photon Emission Computed Tomography (V/Q SPECT/CT)
NCT06722365,DEVICE,Backscatter Quantitative Ultrasound
NCT07241767,DRUG,FH-006 ; SHR-1316 ; BP102 ; Cisplatin ; Carboplatin
NCT07241767,DRUG,FH-006 ; SHR-1316 ; BP102
NCT07241767,DRUG,FH-006; SHR-1316 ; SHR-8068
NCT07594067,BIOLOGICAL,TCR1188-ABC cells
NCT07594067,DRUG,Fludarabine + Cyclophosphamide combination
NCT07594067,DRUG,Tocilizumab
NCT07140328,DRUG,HSK39004 Dry Powder Inhaler -0.75mg BID
NCT07140328,DRUG,HSK39004 Dry Powder Inhaler -1.5mg BID
NCT07140328,DRUG,HSK39004 Inhalation Suspension -3mg BID
NCT07140328,DRUG,HSK39004 Placebo
NCT05455359,DRUG,Prucalopride
NCT05455359,DRUG,Famotidine
NCT06849596,DEVICE,Ventilator derived positive pressure ventilation - V-PPV
NCT06849596,DEVICE,T-piece resuscitator (TPR)
NCT06919380,DRUG,MSC-exos Nebulization Therapy
NCT06730503,DRUG,Immune checkpoint inhibitor
NCT04853342,DRUG,Drug: Furmonertinib 80 mg
NCT04853342,DRUG,Furmonertinib 80 mg placebo
NCT04614103,BIOLOGICAL,LN-145
NCT07199361,DEVICE,Peripheral Transcutaneous Magnetic Stimulation from MagVenture
NCT03192501,DRUG,"inhibitors, ADC drugs such as tarceva, capmatinib, padcev et al for A/C group."
NCT07237139,DEVICE,Electrical Impedance Tomography (EIT)
NCT05229614,RADIATION,Carbon Ion Therapy
NCT05229614,DRUG,Immunotherapy (Pembrolizumab)
NCT04235114,DRUG,50 mg 89Zr-DFO-Nimotuzumab
NCT04235114,DRUG,1 mg 89Zr-DFO-Nimotuzumab
NCT06484816,DRUG,TGRX-1942
NCT06169514,OTHER,No intervention
NCT07025421,OTHER,Intervention Upright Bed positioning
NCT05292521,OTHER,Best Practice
NCT05292521,OTHER,Informational Intervention
NCT05292521,OTHER,Questionnaire Administration
NCT07187206,DEVICE,"FETO, Fetal Endoluminal Tracheal Occlusion"
NCT06225258,DIETARY_SUPPLEMENT,Xanthohumol
NCT07168993,OTHER,Standard medical treatment
NCT07457463,BEHAVIORAL,Blended patient education and self-management programme
NCT06841770,BIOLOGICAL,OPC1
NCT07675473,DRUG,PARECOXIB SODIUM
NCT07675473,DRUG,0.9 % Normal Saline
NCT06043973,DRUG,almonertinib
NCT03500731,BIOLOGICAL,CD3/CD19 negative hematopoietic stem cells
NCT03500731,DRUG,Rituximab
NCT03500731,DRUG,Alemtuzumab
NCT03500731,DRUG,Fludarabine
NCT03500731,DRUG,Thiotepa
NCT03500731,DRUG,G-CSF
NCT03500731,DRUG,Hydroxyurea
NCT05882058,DRUG,"BI 764532, dose 1"
NCT05882058,DRUG,"BI 764532, dose 2"
NCT05882058,DEVICE,Ventana DLL3 RxDx assay
NCT05226247,PROCEDURE,Spontaneous breathing trial
NCT07472738,OTHER,Comprehensive Clinical Assessment
NCT07397338,DRUG,Daraxonrasib
NCT07397338,DRUG,Elironrasib
NCT07397338,DRUG,Zoldonrasib
NCT07397338,DRUG,Ivonescimab
NCT07397338,DRUG,Carboplatin/Cisplatin + Pemetrexed (Dose Expansion Only)
NCT07397338,DRUG,cetuximab (Cohort C2 Only)
NCT07397338,DRUG,Carboplatin/Cisplatin + Pemetrexed (Cohort B2 Only)
NCT07397338,DRUG,Daraxonrasib (Cohort B1 only)
NCT05257681,PROCEDURE,Interlobar fissure completion and pleural adhesiolysis
NCT04062565,DRUG,Treprostinil Injectable Product
NCT04062565,DRUG,Riociguat Pill
NCT07203404,DRUG,RD06-05 CART Cell Injection
NCT05258448,OTHER,Chemoradiotherapy
NCT07577700,DIAGNOSTIC_TEST,Electrical Impedance Tomography (EIT).
NCT07577700,DIAGNOSTIC_TEST,Pulmonary Perfusion SPECT-CT.
NCT07577700,PROCEDURE,Pulmonary Thromboendarterectomy.
NCT07324707,DRUG,"PA9159 Metered-Dose Inhaler, 120 μg per day for 28 days"
NCT07324707,DRUG,Fluticasone Propionate Inhaled Aerosol 200 μg per day for 28 days
NCT07724899,PROCEDURE,superior vena cava isolation plus pulmonary Vein isolation
NCT07724899,PROCEDURE,pulmonary vein isolation
NCT06663098,DRUG,Atezolizumab
NCT06663098,DRUG,Carboplatin
NCT06663098,DRUG,Etoposide
NCT07609121,RADIATION,Radiotherapy
NCT07609121,DRUG,Concurrent chemotherapy
NCT07609121,DRUG,Tislelizumab
NCT07609121,DRUG,Surufatinib
NCT07070700,DRUG,QL1706 (bispecific antibody targeting PD-1 and CLTA-4)
NCT07070700,DRUG,Lenvatinib
NCT07070700,PROCEDURE,cryoablation
NCT07192016,DRUG,fluticasone furoate(FF)/umeclidinium (UMEC)/vilanterol(VI) (100/62.5/25) mcg
NCT07037758,DRUG,Tarlatamab
NCT07037758,DRUG,AB248
NCT05171478,DIAGNOSTIC_TEST,Full-field optical coherence tomography
NCT07227298,BIOLOGICAL,PF-08634404
NCT07227298,BIOLOGICAL,Sigvotatug Vedotin
NCT07227298,BIOLOGICAL,Combination Agent 1
NCT06755684,DRUG,Befotertinib combined Bevacizumab
NCT06755684,DRUG,Befotertinib combined platinum-based double chemotherapy
NCT07086755,DRUG,Vadadustat 900mg
NCT07086755,DRUG,Vadadustat 1200mg
NCT07086755,DRUG,Placebo
NCT05373043,DIETARY_SUPPLEMENT,Mitoquinone
NCT05373043,DIETARY_SUPPLEMENT,Placebo
NCT05634200,PROCEDURE,Bronchoscopy
NCT06385236,BIOLOGICAL,Dupilumab
NCT06385236,BIOLOGICAL,Benralizumab
NCT05197621,BIOLOGICAL,mRNA COVID-19 vaccine (Pfizer or Moderna)
NCT06863506,DRUG,befotertinib
NCT07349784,PROCEDURE,Automated Intraoperative Lung Recruitment Maneuvers
NCT06674148,DRUG,Qifangfeixian granules
NCT06674148,OTHER,Placebo
NCT06728852,DRUG,Administration of Vorolanib
NCT06248606,DRUG,Adagrasib
NCT06248606,RADIATION,Stereotactic Radiosurgery
NCT07138898,DRUG,Methotrexate
NCT07138898,DRUG,Sulfasalazine
NCT07138898,DRUG,Hydroxychloroquine
NCT07138898,DRUG,Leflunomide
NCT07138898,DRUG,Azathioprine
NCT07138898,DRUG,Mycophenolate
NCT07138898,DRUG,Cyclosporine
NCT07138898,DRUG,Tacrolimus
NCT07138898,DRUG,Etanercept
NCT07138898,DRUG,Adalimumab
NCT07138898,DRUG,Golimumab
NCT07138898,DRUG,Certolizumab
NCT07138898,DRUG,Infliximab
NCT07138898,BIOLOGICAL,Rituximab
NCT07138898,BIOLOGICAL,Belimumab
NCT07138898,BIOLOGICAL,Tocilizumab
NCT07138898,BIOLOGICAL,Anakinra
NCT07138898,BIOLOGICAL,Canakinumab
NCT07138898,BIOLOGICAL,Abatacept
NCT07138898,BIOLOGICAL,Secukinumab
NCT07138898,BIOLOGICAL,Ixekizumab
NCT07138898,BIOLOGICAL,Bimekizumab
NCT07138898,BIOLOGICAL,Ustekinumab
NCT07138898,BIOLOGICAL,Guselkumab
NCT07138898,BIOLOGICAL,Risankizumab
NCT07138898,DRUG,Tofacitinib
NCT07138898,DRUG,Upadacitinib
NCT04980716,DRUG,"Multiple cardiovascular drugs related to ""Golden Triangle"""
NCT06980584,PROCEDURE,Rituximab Lymph Node Injection Combined with Pulmonary Vascular Intervention
NCT06980584,PROCEDURE,Pulmonary Vascular Interventional Therapy
NCT07087626,OTHER,Arterial Blood Gas Analysis
NCT05766384,DRUG,Hyperpolarized Xe129
NCT07508852,DIAGNOSTIC_TEST,Sequential [18F]-FDG PET/CT
NCT07508852,DIAGNOSTIC_TEST,[68Ga]Ga-PFD3 PET/CT scan
NCT06494878,DRUG,Aspirin
NCT06494878,DRUG,Low-molecular-weight heparin
NCT07356778,DRUG,Sotatercept
NCT07356778,DRUG,vasodilator-based PAH therapy
NCT06331208,DIAGNOSTIC_TEST,non-contrast chest CT
NCT06331208,DIAGNOSTIC_TEST,spirometry with diffusing lung capacity for carbon monoxide (DLCO) analysis
NCT06331208,DIAGNOSTIC_TEST,Omics analysis of blood plasma obtained from pulmonary artery or peripheral blood
NCT06331208,DIAGNOSTIC_TEST,supine bike exercise during right heart catheterisation
NCT06331208,DIAGNOSTIC_TEST,Lung ventilation/perfusion SPECT
NCT07284485,BIOLOGICAL,Nadunolimab
NCT02966665,OTHER,Maximum Exercise Tests
NCT02966665,DRUG,"BH4, L-NMMA, Vitamin C, Vitamin E, α-Lipoic Acid and L-Ascorbate"
NCT02966665,DRUG,BQ-123
NCT02966665,DRUG,"Fexofenadine, Ranitidine"
NCT02966665,OTHER,"Angiotensin-II, Valsartan"
NCT02966665,DRUG,"Acetylcholine, Sodium Nitroprusside, Angiotensin-II, Norepinephrine, Phentolamine"
NCT02966665,DRUG,"BQ-123, MitoQ, BH4"
NCT07460999,BEHAVIORAL,Singing training (Singing for Lung Health (SLH))
NCT07460999,BEHAVIORAL,Control group: Usual care
NCT07206498,DRUG,Osimertinib (Tagrisso®)
NCT07206498,DRUG,WSD0922-FU
NCT06377735,PROCEDURE,BAI-BACE
NCT07051044,DIAGNOSTIC_TEST,AIR-DS
NCT05315726,OTHER,Dynamometer
NCT05315726,OTHER,Muscle vibrations
NCT05315726,OTHER,Placebo muscle vibration
NCT06341543,DIAGNOSTIC_TEST,Quantiferon CMV (assay that determine the presence of CMV-specific T lymphocytes).
NCT06341543,OTHER,Communication of the result of the QF-CMV to the clinician in charge
NCT03723564,DRUG,Lactated Ringers Solution for Injection
NCT05995821,OTHER,Collection of biological specimens
NCT06818149,DIAGNOSTIC_TEST,Biomarker Analysis for Severity Assessment
NCT06988943,DEVICE,Low-dose CT screening
NCT06988943,DEVICE,AI full-lung model interpretation system
NCT06988943,DEVICE,Digital Health Platform
NCT06156943,PROCEDURE,individualized goal-directed fluid therapy by Starling device
NCT06156943,PROCEDURE,group managed by standard of care
NCT05925764,DIAGNOSTIC_TEST,Whole Slide Image based Deep Learning
NCT07541638,OTHER,No experimental intervention (medication or device)
NCT06858748,OTHER,Observational
NCT06295926,DRUG,Serplulimab
NCT07330778,DRUG,CDX-622
NCT07392658,DRUG,Amivantamab
NCT04362644,DRUG,PET/CT using PET ligands [F-18]FDG and [F-18]DPA-714
NCT04763447,OTHER,Attempt to withdrawal OMA treatment
NCT04763447,DRUG,Continuation of OMA treatment
NCT07583849,DRUG,HSK39004 Dry Powder Inhaler Simulant
NCT07583849,DRUG,HSK39004 Dry Powder Inhaler-0.75mg
NCT06513949,BIOLOGICAL,Atibuclimab
NCT06513949,OTHER,Placebo
NCT06958848,DEVICE,16 F chest tube
NCT06958848,DEVICE,24 F chest tube
NCT06958848,PROCEDURE,Early removal
NCT06958848,PROCEDURE,Standard removal
NCT06001151,DRUG,Cadonilimab
NCT06001151,DRUG,Pemetrexed
NCT06001151,DRUG,Carboplatin
NCT03478553,OTHER,Blood draw
NCT03478553,OTHER,Questionnaire
NCT05855369,DEVICE,Trigeminal Nerve Stimulation (TNS)
NCT05855369,OTHER,Active Smell Training (ST)
NCT05855369,OTHER,Placebo Smell Training (PBO)
NCT06512051,DRUG,SHR-A2102 for Injection
NCT06512051,DRUG,Adebrelimab Injection
